DEPARTAMENTO,PROVINCIA,DISTRITO,UBIGEO,CODIGO_INFRACCION,INFRACCION,FECHA_INFRACCION,HORA_INFRACCION,MONTO_INFRACCION,LUGAR_INFRACCION,CONDUCTOR_PRESENTE,CONDUCTOR_TENIA_LICENCIA,CONDUCTOR_CATEGORIA_LICENCIA,PLACA_VEHICULO,TIPO_TRANSPORTE,TIPO_SERVICIO,TUC_ESTADO,EMPRESA,INTERNAMIENTO_VEHICULO,FECHA_INTERNAMIENTO,MULTA_INTERNAMIENTO,SE_PAGO_MULTAS,FECHA_PAGO_MULTAS,FECHA_DESINTERNAMIENTO,FECHA_CORTE
CAJAMARCA,CAJAMARCA,CAJAMARCA,60101,9254,"POR PRESTAR EL SERVICIO DE TRANSPORTE PÚBLICO ESPECIAL POR CIRCULAR POR EL PERÍMETRO DE LA PLAZA DE ARMAS, O POR VÍAS NO AUTORIZADAS",20220104,541,230,JR. DOS DE MAYO C - 8,SI,SI,B - II c,1692-5F,PUBLICO,Transporte Especial en Mototaxi,TUC VIGENTE,Empresa de Transporte Monte Santo EIRL.,SI,20220104,29.2,SI,20220105,20220107,20230615
CAJAMARCA,CAJAMARCA,CAJAMARCA,60101,9254,"POR PRESTAR EL SERVICIO DE TRANSPORTE PÚBLICO ESPECIAL POR CIRCULAR POR EL PERÍMETRO DE LA PLAZA DE ARMAS, O POR VÍAS NO AUTORIZADAS",20220104,541,230,JR. DOS DE MAYO C - 8,SI,SI,B - II c,1692-5F,PUBLICO,Transporte Especial en Mototaxi,TUC VIGENTE,Empresa de Transporte Monte Santo EIRL.,SI,20220104,29.2,SI,20220105,20220107,20230615
CAJAMARCA,CAJAMARCA,CAJAMARCA,60101,9250,"PRESTAR EL SERVICIO DE TRANSPORTE PÚBLICO ESPECIAL SIN HABER OBTENIDO LA TUC O ESTE SE ENCUENTRE SUSPENDIDO, VENCIDO O CANCELADO.",20220104,554,230,PLAZUELA BOLOGNESI C - 5,SI,SI,B - II c,7019-LB,PUBLICO,Transporte Especial en Mototaxi,-,SIN EMPRESA,SI,20220104,29.2,SI,20220105,20220107,20230615
CAJAMARCA,CAJAMARCA,CAJAMARCA,60101,9250,"PRESTAR EL SERVICIO DE TRANSPORTE PÚBLICO ESPECIAL SIN HABER OBTENIDO LA TUC O ESTE SE ENCUENTRE SUSPENDIDO, VENCIDO O CANCELADO.",20220104,554,230,PLAZUELA BOLOGNESI C - 5,SI,SI,B - II c,7019-LB,PUBLICO,Transporte Especial en Mototaxi,-,SIN EMPRESA,SI,20220104,29.2,SI,20220105,20220107,20230615
CAJAMARCA,CAJAMARCA,CAJAMARCA,60101,9253,"POR PRESTAR EL SERVICIO DE TRANSPORTE PÚBLICO ESPECIAL POR CIRCULAR POR EL PERÍMETRO DE LA PLAZA DE ARMAS, O POR VÍAS NO AUTORIZADAS",20220104,556,230,JR. DOS DE MAYO C - 8,SI,SI,B - II c,C1-1970,PUBLICO,Transporte Especial en Mototaxi,TUC VIGENTE,Antonio Galvez EIRL.,SI,20220104,29.2,SI,20220106,20220107,20230615
CAJAMARCA,CAJAMARCA,CAJAMARCA,60101,9253,"POR PRESTAR EL SERVICIO DE TRANSPORTE PÚBLICO ESPECIAL POR CIRCULAR POR EL PERÍMETRO DE LA PLAZA DE ARMAS, O POR VÍAS NO AUTORIZADAS",20220104,556,230,JR. DOS DE MAYO C - 8,SI,SI,B - II c,C1-1970,PUBLICO,Transporte Especial en Mototaxi,TUC VIGENTE,Antonio Galvez EIRL.,SI,20220104,29.2,SI,20220106,20220107,20230615
CAJAMARCA,CAJAMARCA,CAJAMARCA,60101,9238,"POR PRESTAR EL SERVICIO DE TRANSPORTE PÚBLICO ESPECIAL POR CIRCULAR POR EL PERÍMETRO DE LA PLAZA DE ARMAS, O POR VÍAS NO AUTORIZADAS",20220104,602,230,JR. DOS DE MAYO C - 8,SI,SI,B - II c,1129-MA,PUBLICO,Transporte Especial en Mototaxi,TUC VIGENTE,Empresa de Transportes y Servicios Generales Carmona SRL.,SI,20220104,29.2,SI,20220105,20220107,20230615
CAJAMARCA,CAJAMARCA,CAJAMARCA,60101,9238,"POR PRESTAR EL SERVICIO DE TRANSPORTE PÚBLICO ESPECIAL POR CIRCULAR POR EL PERÍMETRO DE LA PLAZA DE ARMAS, O POR VÍAS NO AUTORIZADAS",20220104,602,230,JR. DOS DE MAYO C - 8,SI,SI,B - II c,1129-MA,PUBLICO,Transporte Especial en Mototaxi,TUC VIGENTE,Empresa de Transportes y Servicios Generales Carmona SRL.,SI,20220104,29.2,SI,20220105,20220107,20230615
CAJAMARCA,CAJAMARCA,CAJAMARCA,60101,9255,PRESTAR EL SERVICIO DE TRANSPORTE PÚBLICO ESPECIAL SIN HABER OBTENIDO LA LICENCIA DE CONDUCTOR O ESTE SE ENCUENTRE VENCIDO O CANCELADO O CUYA CATEGORÍA NO CORRESPONDE AL VEHÍCULO QUE CONDUCE,20220104,803,230,JR. AYACUCHO C - 8,SI,NO,-,0019-PA,PUBLICO,Transporte Especial en Mototaxi,-,SIN EMPRESA,SI,20220104,109.5,SI,20220118,20220118,20230615
CAJAMARCA,CAJAMARCA,CAJAMARCA,60101,9255,CIRCULAR O PRESTAR EL SERVICIO DE TRANSPORTE PÚBLICO ESPECIAL SIN TENER EL SOAT O AFOCAT O ESTE NO SE ENCUENTRE VIGENTE,20220104,803,230,JR. AYACUCHO C - 8,SI,NO,-,0019-PA,PUBLICO,Transporte Especial en Mototaxi,-,SIN EMPRESA,SI,20220104,109.5,SI,20220118,20220118,20230615
CAJAMARCA,CAJAMARCA,CAJAMARCA,60101,9255,"PRESTAR EL SERVICIO DE TRANSPORTE PÚBLICO ESPECIAL SIN HABER OBTENIDO LA TUC O ESTE SE ENCUENTRE SUSPENDIDO, VENCIDO O CANCELADO.",20220104,803,230,JR. AYACUCHO C - 8,SI,NO,-,0019-PA,PUBLICO,Transporte Especial en Mototaxi,-,SIN EMPRESA,SI,20220104,109.5,SI,20220118,20220118,20230615
CAJAMARCA,CAJAMARCA,CAJAMARCA,60101,9255,CIRCULAR O PRESTAR EL SERVICIO DE TRANSPORTE PÚBLICO ESPECIAL SIN TENER EL CITV O ESTE NO SE ENCUENTRE VIGENTE,20220104,803,230,JR. AYACUCHO C - 8,SI,NO,-,0019-PA,PUBLICO,Transporte Especial en Mototaxi,-,SIN EMPRESA,SI,20220104,109.5,SI,20220118,20220118,20230615
CAJAMARCA,CAJAMARCA,CAJAMARCA,60101,9233,CIRCULAR O PRESTAR EL SERVICIO DE TRANSPORTE PÚBLICO ESPECIAL SIN TENER EL CITV O ESTE NO SE ENCUENTRE VIGENTE,20220104,810,230,JR. AYACUCHO C - 8,SI,SI,B - II c,M1-8844,PUBLICO,Transporte Especial en Mototaxi,TUC VIGENTE,Empresa de Transportes Corazón de Jesús SRL.,NO,-,-,SI,20220105,-,20230615
CAJAMARCA,CAJAMARCA,CAJAMARCA,60101,9233,"POR OBSTACULIZAR O NO PERMITIR LAS ACCIONES DE CONTROL Y/O FISCALIZACIÓN, INCUMPLIENDO CON LAS INDICACIONES DEL INSPECTOR DE TRANSPORTE O AUTORIDAD ADMINISTRATIVA; O DARSE A LA FUGA O NEGARSE A DAR IDENTIFICACIÓN.",20220104,810,230,JR. AYACUCHO C - 8,SI,SI,B - II c,M1-8844,PUBLICO,Transporte Especial en Mototaxi,TUC VIGENTE,Empresa de Transportes Corazón de Jesús SRL.,NO,-,-,SI,20220105,-,20230615
CAJAMARCA,CAJAMARCA,CAJAMARCA,60101,9233,CIRCULAR O PRESTAR EL SERVICIO DE TRANSPORTE PÚBLICO ESPECIAL SIN TENER EL CITV O ESTE NO SE ENCUENTRE VIGENTE,20220104,810,230,JR. AYACUCHO C - 8,SI,SI,B - II c,M1-8844,PUBLICO,Transporte Especial en Mototaxi,TUC VIGENTE,Empresa de Transportes Corazón de Jesús SRL.,NO,-,-,SI,20220105,-,20230615
CAJAMARCA,CAJAMARCA,CAJAMARCA,60101,9233,"POR OBSTACULIZAR O NO PERMITIR LAS ACCIONES DE CONTROL Y/O FISCALIZACIÓN, INCUMPLIENDO CON LAS INDICACIONES DEL INSPECTOR DE TRANSPORTE O AUTORIDAD ADMINISTRATIVA; O DARSE A LA FUGA O NEGARSE A DAR IDENTIFICACIÓN.",20220104,810,230,JR. AYACUCHO C - 8,SI,SI,B - II c,M1-8844,PUBLICO,Transporte Especial en Mototaxi,TUC VIGENTE,Empresa de Transportes Corazón de Jesús SRL.,NO,-,-,SI,20220105,-,20230615
CAJAMARCA,CAJAMARCA,CAJAMARCA,60101,9241,"NO CUMPLIR  CON EL AFORO DEL VEHÍCULO; Y/O NO  SEÑALIZAR   LOS ASIENTOS  DEL  VEHÍCULO QUE NO DEBEN SER USADOS POR LOS USUARIOS, DE ACUERDO  CON LO ESTABLECIDO EN  LOS LINEAMIENTOS SECTORIALES PARA  LA REVENCIÓN DEL COVID-19.",20220104,816,230,CARRETERA OTUZCO,SI,SI,B - II c,0662-FA,PUBLICO,Transporte Especial en Mototaxi,TUC VIGENTE,Empresa de Transportes Corazón de Jesús SRL.,SI,20220104,29.2,SI,20220105,20220107,20230615
CAJAMARCA,CAJAMARCA,CAJAMARCA,60101,9241,"NO CUMPLIR  CON EL AFORO DEL VEHÍCULO; Y/O NO  SEÑALIZAR   LOS ASIENTOS  DEL  VEHÍCULO QUE NO DEBEN SER USADOS POR LOS USUARIOS, DE ACUERDO  CON LO ESTABLECIDO EN  LOS LINEAMIENTOS SECTORIALES PARA  LA REVENCIÓN DEL COVID-19.",20220104,816,230,CARRETERA OTUZCO,SI,SI,B - II c,0662-FA,PUBLICO,Transporte Especial en Mototaxi,TUC VIGENTE,Empresa de Transportes Corazón de Jesús SRL.,SI,20220104,29.2,SI,20220105,20220107,20230615
CAJAMARCA,CAJAMARCA,CAJAMARCA,60101,9256,MANTENER EL VEHICULO DESTINADO A LA PRESTACIÓN DEL SERVICIO DE TRANSPORTE DE CARGA ESTACIONADO O DETENIDO EN UNA ZONA RIGIDA POR PERIODOS MAYORES A 15 MINUTOS,20220104,1005,460,JR. IQUIQUE C - 2,NO,SI,A - Especial,M6L-707,PUBLICO,Transporte de Mercancías en General,-,SIN EMPRESA,NO,-,-,NO,20220111,-,20230615
CAJAMARCA,CAJAMARCA,CAJAMARCA,60101,9251,"NO CUMPLIR  CON EL AFORO DEL VEHÍCULO; Y/O NO  SEÑALIZAR   LOS ASIENTOS  DEL  VEHÍCULO QUE NO DEBEN SER USADOS POR LOS USUARIOS, DE ACUERDO  CON LO ESTABLECIDO EN  LOS LINEAMIENTOS SECTORIALES PARA  LA REVENCIÓN DEL COVID-19.",20220104,1020,230,JR. CASUARINAS C - 4,SI,SI,B - II c,4425-PA,PUBLICO,Transporte Especial en Mototaxi,TUC VIGENTE,Taxi el sol y Servicios Generales SRL.,SI,20220104,29.2,SI,20220105,20220107,20230615
CAJAMARCA,CAJAMARCA,CAJAMARCA,60101,9251,"NO CUMPLIR  CON EL AFORO DEL VEHÍCULO; Y/O NO  SEÑALIZAR   LOS ASIENTOS  DEL  VEHÍCULO QUE NO DEBEN SER USADOS POR LOS USUARIOS, DE ACUERDO  CON LO ESTABLECIDO EN  LOS LINEAMIENTOS SECTORIALES PARA  LA REVENCIÓN DEL COVID-19.",20220104,1020,230,JR. CASUARINAS C - 4,SI,SI,B - II c,4425-PA,PUBLICO,Transporte Especial en Mototaxi,TUC VIGENTE,Taxi el sol y Servicios Generales SRL.,SI,20220104,29.2,SI,20220105,20220107,20230615
CAJAMARCA,CAJAMARCA,CAJAMARCA,60101,9242,"NO CUMPLIR  CON EL AFORO DEL VEHÍCULO; Y/O NO  SEÑALIZAR   LOS ASIENTOS  DEL  VEHÍCULO QUE NO DEBEN SER USADOS POR LOS USUARIOS, DE ACUERDO  CON LO ESTABLECIDO EN  LOS LINEAMIENTOS SECTORIALES PARA  LA REVENCIÓN DEL COVID-19.",20220104,1020,230,JR. CASUARINAS C - 4,SI,SI,B - II c,4729-9M,PUBLICO,Transporte Especial en Mototaxi,TUC VIGENTE,Empresa Taxi Tours SRL.,SI,20220104,29.2,SI,20220105,20220107,20230615
CAJAMARCA,CAJAMARCA,CAJAMARCA,60101,9242,"NO CUMPLIR  CON EL AFORO DEL VEHÍCULO; Y/O NO  SEÑALIZAR   LOS ASIENTOS  DEL  VEHÍCULO QUE NO DEBEN SER USADOS POR LOS USUARIOS, DE ACUERDO  CON LO ESTABLECIDO EN  LOS LINEAMIENTOS SECTORIALES PARA  LA REVENCIÓN DEL COVID-19.",20220104,1020,230,JR. CASUARINAS C - 4,SI,SI,B - II c,4729-9M,PUBLICO,Transporte Especial en Mototaxi,TUC VIGENTE,Empresa Taxi Tours SRL.,SI,20220104,29.2,SI,20220105,20220107,20230615
CAJAMARCA,CAJAMARCA,CAJAMARCA,60101,9257,MANTENER EL VEHICULO DESTINADO A LA PRESTACIÓN DEL SERVICIO DE TRANSPORTE DE CARGA ESTACIONADO O DETENIDO EN UNA ZONA RIGIDA POR PERIODOS MAYORES A 15 MINUTOS,20220104,1040,460,JR. MIGUEL IGLESIAS C - 7,NO,SI,A - Especial,BAW-797,PUBLICO,Transporte de Mercancías en General,-,SIN EMPRESA,NO,-,-,NO,-,-,20230615
CAJAMARCA,CAJAMARCA,CAJAMARCA,60101,9240,"PRESTAR EL SERVICIO DE TRANSPORTE SIN HABER REALIZADO LA LIMPIEZA Y/O LA DESINFECCIÓN DEL VEHÍCULO, DE ACUERDO CON LO ESTABLECIDO EN LOS LINEAMIENTOS SECTORIALES PARA LA PREVENCIÓN DEL COVID-19. DEBIDAMENTE ACREDITADO CON LA CONSTANCIA DE DESINFECCIÓN QUE OTORGA LA EMPRESA EN LA CUAL ESTÁ EMPADRONADO",20220104,1040,230,JR. SAN SALVADOR C - 2,SI,SI,B - II c,8146-MA,PUBLICO,Transporte Especial en Mototaxi,TUC VIGENTE,Empresa de Transportes Multiservicios Nueva Esperanza EIRL.,SI,20220104,51.1,NO,20220105,20220110,20230615
CAJAMARCA,CAJAMARCA,CAJAMARCA,60101,9240,"PRESTAR EL SERVICIO DE TRANSPORTE PÚBLICO, NO TENIENDO LOS CÓDIGOS ALFA NUMÉRICOS, LOS LOGOS Y ESCUDOS SEGÚN EXIGENCIAS DE LA MPC, (TAMAÑO COLOR Y FORMA)",20220104,1040,138,JR. SAN SALVADOR C - 2,SI,SI,B - II c,8146-MA,PUBLICO,Transporte Especial en Mototaxi,TUC VIGENTE,Empresa de Transportes Multiservicios Nueva Esperanza EIRL.,SI,20220104,51.1,NO,20220105,20220110,20230615
CAJAMARCA,CAJAMARCA,CAJAMARCA,60101,9240,"PRESTAR EL SERVICIO DE TRANSPORTE SIN HABER REALIZADO LA LIMPIEZA Y/O LA DESINFECCIÓN DEL VEHÍCULO, DE ACUERDO CON LO ESTABLECIDO EN LOS LINEAMIENTOS SECTORIALES PARA LA PREVENCIÓN DEL COVID-19. DEBIDAMENTE ACREDITADO CON LA CONSTANCIA DE DESINFECCIÓN QUE OTORGA LA EMPRESA EN LA CUAL ESTÁ EMPADRONADO",20220104,1040,230,JR. SAN SALVADOR C - 2,SI,SI,B - II c,8146-MA,PUBLICO,Transporte Especial en Mototaxi,TUC VIGENTE,Empresa de Transportes Multiservicios Nueva Esperanza EIRL.,SI,20220104,51.1,NO,20220105,20220110,20230615
CAJAMARCA,CAJAMARCA,CAJAMARCA,60101,9240,"PRESTAR EL SERVICIO DE TRANSPORTE PÚBLICO, NO TENIENDO LOS CÓDIGOS ALFA NUMÉRICOS, LOS LOGOS Y ESCUDOS SEGÚN EXIGENCIAS DE LA MPC, (TAMAÑO COLOR Y FORMA)",20220104,1040,138,JR. SAN SALVADOR C - 2,SI,SI,B - II c,8146-MA,PUBLICO,Transporte Especial en Mototaxi,TUC VIGENTE,Empresa de Transportes Multiservicios Nueva Esperanza EIRL.,SI,20220104,51.1,NO,20220105,20220110,20230615
CAJAMARCA,CAJAMARCA,CAJAMARCA,60101,9252,"PRESTAR EL SERVICIO DE TRANSPORTE PÚBLICO, NO TENIENDO LOS CÓDIGOS ALFA NUMÉRICOS, LOS LOGOS Y ESCUDOS SEGÚN EXIGENCIAS DE LA MPC, (TAMAÑO COLOR Y FORMA)",20220104,1125,138,JR. HUÁNUCO C - 26,SI,SI,B - II c,6614-AA,PUBLICO,Transporte Especial en Mototaxi,TUC VIGENTE,Taxi el sol y Servicios Generales SRL.,NO,-,-,SI,20220105,-,20230615
CAJAMARCA,CAJAMARCA,CAJAMARCA,60101,9252,PAGO PARA LA DEVOLUCIÓN DE TUC,20220104,1125,41.4,JR. HUÁNUCO C - 26,SI,SI,B - II c,6614-AA,PUBLICO,Transporte Especial en Mototaxi,TUC VIGENTE,Taxi el sol y Servicios Generales SRL.,NO,-,-,SI,20220105,-,20230615
CAJAMARCA,CAJAMARCA,CAJAMARCA,60101,9252,"PRESTAR EL SERVICIO DE TRANSPORTE PÚBLICO, NO TENIENDO LOS CÓDIGOS ALFA NUMÉRICOS, LOS LOGOS Y ESCUDOS SEGÚN EXIGENCIAS DE LA MPC, (TAMAÑO COLOR Y FORMA)",20220104,1125,138,JR. HUÁNUCO C - 26,SI,SI,B - II c,6614-AA,PUBLICO,Transporte Especial en Mototaxi,TUC VIGENTE,Taxi el sol y Servicios Generales SRL.,NO,-,-,SI,20220105,-,20230615
CAJAMARCA,CAJAMARCA,CAJAMARCA,60101,9252,PAGO PARA LA DEVOLUCIÓN DE TUC,20220104,1125,41.4,JR. HUÁNUCO C - 26,SI,SI,B - II c,6614-AA,PUBLICO,Transporte Especial en Mototaxi,TUC VIGENTE,Taxi el sol y Servicios Generales SRL.,NO,-,-,SI,20220105,-,20230615
CAJAMARCA,CAJAMARCA,CAJAMARCA,60101,9252,"PRESTAR EL SERVICIO DE TRANSPORTE PÚBLICO, NO TENIENDO LOS CÓDIGOS ALFA NUMÉRICOS, LOS LOGOS Y ESCUDOS SEGÚN EXIGENCIAS DE LA MPC, (TAMAÑO COLOR Y FORMA)",20220104,1125,138,JR. HUÁNUCO C - 26,SI,SI,B - II c,6614-AA,PUBLICO,Transporte Especial en Mototaxi,TUC VIGENTE,Taxi el sol y Servicios Generales SRL.,NO,-,-,SI,20220105,-,20230615
CAJAMARCA,CAJAMARCA,CAJAMARCA,60101,9252,PAGO PARA LA DEVOLUCIÓN DE TUC,20220104,1125,41.4,JR. HUÁNUCO C - 26,SI,SI,B - II c,6614-AA,PUBLICO,Transporte Especial en Mototaxi,TUC VIGENTE,Taxi el sol y Servicios Generales SRL.,NO,-,-,SI,20220105,-,20230615
CAJAMARCA,CAJAMARCA,CAJAMARCA,60101,9239,"PRESTAR EL SERVICIO DE TRANSPORTE SIN HABER REALIZADO LA LIMPIEZA Y/O LA DESINFECCIÓN DEL VEHÍCULO, DE ACUERDO CON LO ESTABLECIDO EN LOS LINEAMIENTOS SECTORIALES PARA LA PREVENCIÓN DEL COVID-19. DEBIDAMENTE ACREDITADO CON LA CONSTANCIA DE DESINFECCIÓN QUE OTORGA LA EMPRESA EN LA CUAL ESTÁ EMPADRONADO",20220104,1128,230,AV. HUÁNUCO C - 26,SI,SI,B - II c,8732-MA,PUBLICO,Transporte Especial en Mototaxi,TUC VIGENTE,Empresa de Transportes Jusabama EIRL.,SI,20220104,29.2,SI,20220105,20220107,20230615
CAJAMARCA,CAJAMARCA,CAJAMARCA,60101,9239,"PRESTAR EL SERVICIO DE TRANSPORTE SIN HABER REALIZADO LA LIMPIEZA Y/O LA DESINFECCIÓN DEL VEHÍCULO, DE ACUERDO CON LO ESTABLECIDO EN LOS LINEAMIENTOS SECTORIALES PARA LA PREVENCIÓN DEL COVID-19. DEBIDAMENTE ACREDITADO CON LA CONSTANCIA DE DESINFECCIÓN QUE OTORGA LA EMPRESA EN LA CUAL ESTÁ EMPADRONADO",20220104,1128,230,AV. HUÁNUCO C - 26,SI,SI,B - II c,8732-MA,PUBLICO,Transporte Especial en Mototaxi,TUC VIGENTE,Empresa de Transportes Jusabama EIRL.,SI,20220104,29.2,SI,20220105,20220107,20230615
CAJAMARCA,CAJAMARCA,CAJAMARCA,60101,9236,"REALIZAR LA CONDUCCIÓN DE UN VEHÍCULO DEL SERVICIO DE TRANSPORTE INCUMPLIENDO LOS LINEAMIENTOS SECTORIALES PARA LA PREVENCIÓN DEL COVID-19 EN LA PRESTACIÓN DEL SERVICIO DE TRANSPORTE TERRESTRE, APROBADO POR EL MTC, CON EXCEPCIÓN DE LO DISPUESTO EN LOS NUMERALES 31.11 Y 31.12 DEL ARTÍCULO 31 DEL PRESENTE REGLAMENTO.",20220104,1445,230,JR. EL INCA C - 3,SI,SI,A - II b Profesional,M1X-000,PUBLICO,Transporte Especial de Taxi,TUC VIGENTE,Empresa de Transportes y Actividades Múltiples Nazareth SRL.,NO,-,-,NO,-,-,20230615
CAJAMARCA,CAJAMARCA,CAJAMARCA,60101,9234,"REALIZAR LA CONDUCCIÓN DE UN VEHÍCULO DEL SERVICIO DE TRANSPORTE: SIN CUMPLIR CON EL AFORO AL TRANSPORTAR USUARIOS QUE EXCEDEN EL NÚMERO DE ASIENTOS SEÑALADOS EN LA TARJETA DE IDENTIFICACIÓN VEHICULAR Y/O USUARIOS DE PIE; Y/O UTILIZANDO LOS ASIENTOS DEL VEHÍCULO SEÑALIZADOS O QUE NO PUEDEN SER EMPLEADOS; Y/O QUE NO CUENTA CON LAS CORTINAS DE POLIETILENO U OTRO MATERIAL ANÁLOGO PARA EL AISLAMIENTO ENTRE ASIENTOS; Y/O PERMITIENDO QUE UN USUARIO SEA TRANSPORTADO SIN UTILIZAR SU MASCARILLA Y PROTECTOR FACIAL; SEGÚN CORRESPONDA, DE ACUERDO CON LO ESTABLECIDO EN LOS LINEAMIENTOS SECTORIALES PARA LA PREVENCION DEL COVID-19 EN LA PRESTACION DEL SERVICIO DE TRANSPORTE TERRESTRE, APROBADO POR EL MTC",20220104,1451,460,JR. AYACUCHO C - 8,SI,SI,A - II b Profesional,M2Q-589,PUBLICO,Transporte Especial de Taxi,TUC VIGENTE,Servicios Múltiples Latin Servis SRL.,NO,-,-,SI,20220105,-,20230615
CAJAMARCA,CAJAMARCA,CAJAMARCA,60101,9234,"REALIZAR LA CONDUCCIÓN DE UN VEHÍCULO DEL SERVICIO DE TRANSPORTE: SIN CUMPLIR CON EL AFORO AL TRANSPORTAR USUARIOS QUE EXCEDEN EL NÚMERO DE ASIENTOS SEÑALADOS EN LA TARJETA DE IDENTIFICACIÓN VEHICULAR Y/O USUARIOS DE PIE; Y/O UTILIZANDO LOS ASIENTOS DEL VEHÍCULO SEÑALIZADOS O QUE NO PUEDEN SER EMPLEADOS; Y/O QUE NO CUENTA CON LAS CORTINAS DE POLIETILENO U OTRO MATERIAL ANÁLOGO PARA EL AISLAMIENTO ENTRE ASIENTOS; Y/O PERMITIENDO QUE UN USUARIO SEA TRANSPORTADO SIN UTILIZAR SU MASCARILLA Y PROTECTOR FACIAL; SEGÚN CORRESPONDA, DE ACUERDO CON LO ESTABLECIDO EN LOS LINEAMIENTOS SECTORIALES PARA LA PREVENCION DEL COVID-19 EN LA PRESTACION DEL SERVICIO DE TRANSPORTE TERRESTRE, APROBADO POR EL MTC",20220104,1451,460,JR. AYACUCHO C - 8,SI,SI,A - II b Profesional,M2Q-589,PUBLICO,Transporte Especial de Taxi,TUC VIGENTE,Servicios Múltiples Latin Servis SRL.,NO,-,-,SI,20220105,-,20230615
CAJAMARCA,CAJAMARCA,CAJAMARCA,60101,9237,"REALIZAR LA CONDUCCIÓN DE UN VEHÍCULO DEL SERVICIO DE TRANSPORTE: SIN CUMPLIR CON EL AFORO AL TRANSPORTAR USUARIOS QUE EXCEDEN EL NÚMERO DE ASIENTOS SEÑALADOS EN LA TARJETA DE IDENTIFICACIÓN VEHICULAR Y/O USUARIOS DE PIE; Y/O UTILIZANDO LOS ASIENTOS DEL VEHÍCULO SEÑALIZADOS O QUE NO PUEDEN SER EMPLEADOS; Y/O QUE NO CUENTA CON LAS CORTINAS DE POLIETILENO U OTRO MATERIAL ANÁLOGO PARA EL AISLAMIENTO ENTRE ASIENTOS; Y/O PERMITIENDO QUE UN USUARIO SEA TRANSPORTADO SIN UTILIZAR SU MASCARILLA Y PROTECTOR FACIAL; SEGÚN CORRESPONDA, DE ACUERDO CON LO ESTABLECIDO EN LOS LINEAMIENTOS SECTORIALES PARA LA PREVENCION DEL COVID-19 EN LA PRESTACION DEL SERVICIO DE TRANSPORTE TERRESTRE, APROBADO POR EL MTC",20220104,1454,460,JR. AYACUCHO C - 8,SI,SI,A - II b Profesional,M4P-445,PUBLICO,Transporte Especial de Taxi,TUC VIGENTE,Servicios Múltiples Unidos Emanuel SRL.,NO,-,-,SI,20220105,-,20230615
CAJAMARCA,CAJAMARCA,CAJAMARCA,60101,9237,"REALIZAR LA CONDUCCIÓN DE UN VEHÍCULO DEL SERVICIO DE TRANSPORTE: SIN CUMPLIR CON EL AFORO AL TRANSPORTAR USUARIOS QUE EXCEDEN EL NÚMERO DE ASIENTOS SEÑALADOS EN LA TARJETA DE IDENTIFICACIÓN VEHICULAR Y/O USUARIOS DE PIE; Y/O UTILIZANDO LOS ASIENTOS DEL VEHÍCULO SEÑALIZADOS O QUE NO PUEDEN SER EMPLEADOS; Y/O QUE NO CUENTA CON LAS CORTINAS DE POLIETILENO U OTRO MATERIAL ANÁLOGO PARA EL AISLAMIENTO ENTRE ASIENTOS; Y/O PERMITIENDO QUE UN USUARIO SEA TRANSPORTADO SIN UTILIZAR SU MASCARILLA Y PROTECTOR FACIAL; SEGÚN CORRESPONDA, DE ACUERDO CON LO ESTABLECIDO EN LOS LINEAMIENTOS SECTORIALES PARA LA PREVENCION DEL COVID-19 EN LA PRESTACION DEL SERVICIO DE TRANSPORTE TERRESTRE, APROBADO POR EL MTC",20220104,1454,460,JR. AYACUCHO C - 8,SI,SI,A - II b Profesional,M4P-445,PUBLICO,Transporte Especial de Taxi,TUC VIGENTE,Servicios Múltiples Unidos Emanuel SRL.,NO,-,-,SI,20220105,-,20230615
CAJAMARCA,CAJAMARCA,CAJAMARCA,60101,9243,"REALIZAR LA CONDUCCIÓN DE UN VEHÍCULO DEL SERVICIO DE TRANSPORTE INCUMPLIENDO LOS LINEAMIENTOS SECTORIALES PARA LA PREVENCIÓN DEL COVID-19 EN LA PRESTACIÓN DEL SERVICIO DE TRANSPORTE TERRESTRE, APROBADO POR EL MTC, CON EXCEPCIÓN DE LO DISPUESTO EN LOS NUMERALES 31.11 Y 31.12 DEL ARTÍCULO 31 DEL PRESENTE REGLAMENTO.",20220104,1500,230,JR. EL INCA C - 2,SI,SI,A - II b Profesional,M2Q-590,PUBLICO,Transporte Especial de Taxi,TUC VIGENTE,J.J. Servicios Múltiples - Taxi Seguro SRL.,NO,-,-,NO,-,-,20230615
CAJAMARCA,CAJAMARCA,CAJAMARCA,60101,9248,"PRESTAR EL SERVICIO DE TRANSPORTE PÚBLICO ESPECIAL SIN HABER OBTENIDO LA TUC O ESTE SE ENCUENTRE SUSPENDIDO, VENCIDO O CANCELADO.",20220104,1520,230,JR. EL INCA C - 3,SI,NO,-,7396-6D,PUBLICO,Transporte Especial en Mototaxi,-,SIN EMPRESA,SI,20220104,29.2,SI,20220105,20220107,20230615
